"ST","lat","lon","year","month","TMIN","TMAX","RAIN"
"San Ramón",10.06455,-84.47379,2014,6,19.8066666666667,27.96,165.2
"San Ramón",10.06455,-84.47379,2014,7,20.0612903225806,27.9129032258065,38.2
"San Ramón",10.06455,-84.47379,2014,8,18.8516129032258,27.8838709677419,178.2
"San Ramón",10.06455,-84.47379,2014,9,18.7666666666667,28.27,547.6
"San Ramón",10.06455,-84.47379,2014,10,18.8645161290323,27.8709677419355,394
"San Ramón",10.06455,-84.47379,2014,11,18.23,26.32,40.6
"San Ramón",10.06455,-84.47379,2014,12,17.9225806451613,25.4258064516129,10.6
"San Ramón",10.06455,-84.47379,2015,1,16.9354838709677,26.5516129032258,2.2
"San Ramón",10.06455,-84.47379,2015,2,16.0857142857143,25.75,4
"San Ramón",10.06455,-84.47379,2015,3,16.1225806451613,27.7806451612903,1.2
"San Ramón",10.06455,-84.47379,2015,4,17.61,28.7633333333333,10.6
"San Ramón",10.06455,-84.47379,2015,5,18.7096774193548,27.7129032258064,103.8
"San Ramón",10.06455,-84.47379,2015,6,20.0433333333333,28.2033333333333,149.4
"San Ramón",10.06455,-84.47379,2015,7,19.4774193548387,27.4483870967742,177.6
"San Ramón",10.06455,-84.47379,2015,8,19.3935483870968,28.0516129032258,124.8
"San Ramón",10.06455,-84.47379,2015,9,18.49,27.56,227.2
"San Ramón",10.06455,-84.47379,2015,10,18.5,27.904347826087,290.7
"San Ramón",10.06455,-84.47379,2015,11,18.4966666666667,26.7466666666667,235.8
"San Ramón",10.06455,-84.47379,2015,12,19.1,26.8451612903226,33.4
"San Ramón",10.06455,-84.47379,2016,1,17.1032258064516,26.2387096774194,1
"San Ramón",10.06455,-84.47379,2016,2,17.4172413793103,27.9620689655172,1.8
"San Ramón",10.06455,-84.47379,2016,3,17.8645161290323,29.8709677419355,0.8
"San Ramón",10.06455,-84.47379,2016,4,18.15,31.3666666666667,39.2
"San Ramón",10.06455,-84.47379,2016,5,19.4,28.8225806451613,306.8
"San Ramón",10.06455,-84.47379,2016,6,18.7366666666667,27.58,328.2
"San Ramón",10.06455,-84.47379,2016,7,18.5967741935484,26.8225806451613,195
"San Ramón",10.06455,-84.47379,2016,8,18.8225806451613,28.1290322580645,318.8
"San Ramón",10.06455,-84.47379,2016,9,18.6966666666667,26.9766666666667,262
"San Ramón",10.06455,-84.47379,2016,10,18.7,26.4866666666667,325
"San Ramón",10.06455,-84.47379,2016,11,18.35,24.87,127
"San Ramón",10.06455,-84.47379,2016,12,17.358064516129,25.6451612903226,76
